Wall time,Step,Value
1555580932.3340752,97,1.561076045036316
1555581003.488124,98,1.5616108179092407
1555581075.2131948,99,1.5614107847213745
1555581146.3585057,100,1.5614919662475586
1555581217.6123528,101,1.561000108718872
1555581289.318104,102,1.5608997344970703
1555581360.4897354,103,1.5609604120254517
1555581431.7052007,104,1.561314344406128
1555581503.333701,105,1.5608676671981812
1555581574.4028194,106,1.560660481452942
1555581645.379822,107,1.560572624206543
1555581717.288652,108,1.5606311559677124
1555581788.7915313,109,1.560901165008545
1555581859.840368,110,1.560591697692871
1555581931.8575997,111,1.560489535331726
1555582003.060331,112,1.5605789422988892
1555582074.3134453,113,1.5601179599761963
1555582145.5523713,114,1.56015944480896
1555582216.4701016,115,1.5600506067276
1555582288.3004868,116,1.560017466545105
1555582359.4984205,117,1.5602220296859741
1555582430.6169627,118,1.5603643655776978
1555582501.9528873,119,1.5603066682815552
1555582572.9940841,120,1.5599490404129028
1555582644.1816766,121,1.5598093271255493
1555582715.675863,122,1.5600504875183105
1555582786.7940733,123,1.5599790811538696
1555582858.421415,124,1.5596147775650024
1555582930.1462839,125,1.5600357055664062
1555583001.5021029,126,1.5599037408828735
1555583072.9853213,127,1.5595407485961914
1555583144.4852686,128,1.559497356414795
1555583215.731449,129,1.559706211090088
1555583286.8662384,130,1.5597714185714722
1555583358.146902,131,1.5597604513168335
1555583429.4828348,132,1.558958888053894
1555583500.671254,133,1.5597577095031738
1555583572.0200102,134,1.559195637702942
1555583643.1853004,135,1.5594532489776611
1555583714.8055248,136,1.5594124794006348
1555583785.8325152,137,1.5592371225357056
1555583857.2246337,138,1.5593018531799316
1555583928.5206997,139,1.5592867136001587
1555584000.0780122,140,1.559340476989746
1555584071.8486707,141,1.5591468811035156
1555584143.4765427,142,1.5590263605117798
1555584215.0290017,143,1.5591486692428589
1555584286.873229,144,1.5592231750488281
1555584357.9111903,145,1.558623194694519
1555584429.6303434,146,1.558772325515747
1555584500.6966968,147,1.5587959289550781
1555584571.9584408,148,1.5586485862731934
1555584643.3904386,149,1.5589568614959717
1555584714.7246804,150,1.558739423751831
1555584786.023098,151,1.558230996131897
1555584857.3465233,152,1.5585590600967407
1555584928.982917,153,1.5585001707077026
1555585000.5813437,154,1.558554768562317
1555585072.055616,155,1.558348536491394
1555585143.567953,156,1.558559536933899
1555585214.73746,157,1.5584934949874878
1555585286.1357312,158,1.5584003925323486
1555585357.6303096,159,1.5582059621810913
1555585428.9978683,160,1.5577073097229004
1555585500.2919822,161,1.558449387550354
1555585571.375619,162,1.5584604740142822
1555585642.849984,163,1.5582836866378784
1555585714.5137212,164,1.5581406354904175
1555585786.014638,165,1.5578598976135254
1555585857.2630844,166,1.5581873655319214
1555585928.9018726,167,1.5578185319900513
1555586000.28148,168,1.5575987100601196
1555586071.3651419,169,1.5578957796096802
1555586142.9756653,170,1.557770013809204
1555586214.1277468,171,1.5578616857528687
1555586285.1047034,172,1.5578573942184448
1555586356.1743968,173,1.5580859184265137
1555586427.2526069,174,1.5579067468643188
1555586498.4612317,175,1.5577800273895264
1555586569.8712127,176,1.5575631856918335
1555586641.1697822,177,1.5577512979507446
1555586712.843481,178,1.5578999519348145
1555586784.549904,179,1.5579626560211182
1555586855.823303,180,1.5570662021636963
1555586927.1337364,181,1.5574619770050049
1555586998.8776948,182,1.55772066116333
1555587070.5681498,183,1.557495355606079
1555587141.9476597,184,1.5569989681243896
1555587213.3552568,185,1.5571541786193848
1555587284.7714133,186,1.5573163032531738
1555587356.2475028,187,1.5572535991668701
1555587427.741026,188,1.5571051836013794
1555587498.9885888,189,1.5570093393325806
1555587570.2092202,190,1.5571160316467285
1555587641.5350673,191,1.5575079917907715
1555587712.8911407,192,1.5572916269302368
1555587784.1588476,193,1.5569902658462524
1555587855.5992787,194,1.5569888353347778
1555587927.4651687,195,1.5571316480636597
1555587999.1116595,196,1.5571216344833374
1555588070.473988,197,1.5571695566177368
1555588142.154258,198,1.556896448135376
1555588213.3666325,199,1.5567498207092285
1555588284.7772422,200,1.5569182634353638
1555588355.83336,201,1.5569417476654053
1555588426.9917762,202,1.5563486814498901
1555588498.1525488,203,1.5569207668304443
1555588569.6205432,204,1.5568944215774536
1555588641.160014,205,1.5568238496780396
1555588712.598457,206,1.556692361831665
1555588784.2596958,207,1.5568643808364868
1555588855.6399462,208,1.556707739830017
1555588926.8384762,209,1.5564329624176025
1555588998.4849026,210,1.5566089153289795
1555589069.9968781,211,1.5568326711654663
1555589140.9969046,212,1.5564115047454834
1555589212.697586,213,1.556386113166809
1555589283.9075093,214,1.5562727451324463
1555589355.1199825,215,1.5567439794540405
1555589426.1186256,216,1.5561625957489014
1555589497.652119,217,1.5566903352737427
1555589568.6816616,218,1.5561903715133667
1555589640.4532146,219,1.5563139915466309
1555589711.3950734,220,1.5565403699874878
1555589783.1285837,221,1.5563981533050537
1555589854.607227,222,1.5564119815826416
1555589926.1748583,223,1.5563602447509766
1555589997.586031,224,1.5561511516571045
1555590068.9917276,225,1.555953860282898
1555590140.530198,226,1.5562134981155396
1555590211.5407562,227,1.5564831495285034
1555590282.8722878,228,1.5560123920440674
1555590354.282306,229,1.5560038089752197
1555590425.8329663,230,1.5558626651763916
1555590496.9777596,231,1.5558518171310425
1555590567.9146178,232,1.5560495853424072
1555590639.2208245,233,1.5561293363571167
1555590710.77108,234,1.5559178590774536
1555590782.3349853,235,1.5559163093566895
1555590853.8907142,236,1.5559258460998535
1555590925.4090242,237,1.556045651435852
1555590996.7143703,238,1.5562132596969604
1555591068.0295873,239,1.555803894996643
1555591138.9458625,240,1.5556976795196533
1555591210.4592845,241,1.555898904800415
1555591281.329212,242,1.5557540655136108
1555591352.7157261,243,1.55574631690979
1555591423.7034585,244,1.5556762218475342
1555591495.2113035,245,1.5554230213165283
1555591566.267496,246,1.5558348894119263
1555591637.607987,247,1.555593490600586
1555591709.5715933,248,1.5554696321487427
1555591780.7660263,249,1.5559746026992798
1555591852.631766,250,1.5559279918670654
1555591923.9163997,251,1.5551294088363647
1555591995.4657373,252,1.5557061433792114
1555592067.026387,253,1.5555644035339355
1555592137.8941722,254,1.5555994510650635
1555592209.343415,255,1.5554015636444092
1555592280.4787354,256,1.5554192066192627
1555592351.9290507,257,1.5555492639541626
1555592422.8625402,258,1.5555704832077026
1555592494.481806,259,1.5555001497268677
1555592565.9297576,260,1.555285930633545
1555592637.7230048,261,1.5553604364395142
1555592709.102686,262,1.5554542541503906
1555592780.4640985,263,1.5551893711090088
1555592851.1278238,264,1.555444359779358
1555592922.8119788,265,1.5552780628204346
1555592993.5866296,266,1.5552480220794678
1555593064.969993,267,1.5552029609680176
1555593136.1862504,268,1.555452585220337
1555593207.649044,269,1.5553869009017944
1555593278.9194229,270,1.5552996397018433
1555593350.5445476,271,1.555206537246704
1555593421.8102925,272,1.555295705795288
1555593492.7311862,273,1.555233120918274
1555593564.0274367,274,1.5547775030136108
1555593635.5992095,275,1.5552390813827515
1555593706.770151,276,1.5551774501800537
1555593778.2094965,277,1.554954171180725
1555593849.7380989,278,1.5550479888916016
1555593921.1170495,279,1.5548732280731201
1555593992.328855,280,1.5550084114074707
1555594063.8778899,281,1.5546687841415405
1555594134.859138,282,1.554552674293518
1555594205.8532577,283,1.554868221282959
1555594276.566917,284,1.5547633171081543
1555594347.9358432,285,1.5547572374343872
1555594419.2824404,286,1.555100440979004
1555594490.8092933,287,1.554758906364441
1555594561.841663,288,1.554927945137024
1555594633.512991,289,1.5547837018966675
1555594704.8028083,290,1.5548925399780273
1555594776.3436482,291,1.554632544517517
1555594847.8994117,292,1.5542343854904175
1555594919.3733337,293,1.5547336339950562
1555594990.7604408,294,1.5547043085098267
1555595062.134948,295,1.5548782348632812
1555595133.9044747,296,1.5544679164886475
1555595205.2715247,297,1.5547173023223877
1555595276.2762833,298,1.5543986558914185
1555595347.5325706,299,1.5546271800994873
1555595419.3048275,300,1.5531424283981323
1555595491.005794,301,1.5527105331420898
1555595562.3206205,302,1.5525176525115967
1555595633.799088,303,1.5523834228515625
1555595704.9911993,304,1.5523285865783691
1555595776.3327239,305,1.5524182319641113
1555595847.3568783,306,1.5520495176315308
1555595918.6471074,307,1.5521557331085205
1555595990.0220733,308,1.552059531211853
1555596061.3829424,309,1.5519887208938599
1555596132.5436625,310,1.552113652229309
1555596203.8711574,311,1.551941990852356
1555596274.8909743,312,1.5518141984939575
1555596345.9197202,313,1.552065134048462
1555596417.254105,314,1.5521467924118042
1555596488.601571,315,1.5519235134124756
1555596560.2224495,316,1.5517295598983765
1555596631.3525307,317,1.5518684387207031
1555596702.7855086,318,1.551925778388977
1555596773.9712644,319,1.551694631576538
1555596845.073221,320,1.5515269041061401
1555596916.3136923,321,1.5516743659973145
1555596987.453054,322,1.5515457391738892
1555597058.6378906,323,1.5515084266662598
1555597129.7531767,324,1.5517213344573975
1555597201.1919682,325,1.551522970199585
1555597272.854952,326,1.551853060722351
1555597344.3332024,327,1.5514687299728394
1555597415.3504078,328,1.5517187118530273
1555597486.6443384,329,1.5515519380569458
1555597557.5036354,330,1.5517500638961792
1555597628.9608493,331,1.551426887512207
1555597700.3093843,332,1.551429033279419
1555597771.7080812,333,1.551411509513855
1555597843.2106307,334,1.551616907119751
1555597914.2687335,335,1.551545262336731
1555597985.6068568,336,1.5515984296798706
1555598056.841939,337,1.5513683557510376
1555598128.4865026,338,1.5513358116149902
1555598199.8830192,339,1.5515724420547485
1555598271.5592222,340,1.5513615608215332
1555598342.8005486,341,1.5514267683029175
1555598414.0033424,342,1.5513508319854736
1555598485.4665518,343,1.5513473749160767
1555598557.2748837,344,1.5512627363204956
1555598628.5526917,345,1.5512492656707764
1555598700.07879,346,1.5512772798538208
1555598770.9715316,347,1.550990343093872
1555598842.089064,348,1.551393747329712
1555598913.161104,349,1.5512393712997437
1555598984.2816873,350,1.5512195825576782
1555599055.464826,351,1.551154613494873
1555599126.583312,352,1.5511618852615356
1555599198.402943,353,1.5512723922729492
1555599269.7972803,354,1.551032304763794
1555599341.8448524,355,1.5510436296463013
1555599412.583691,356,1.5510947704315186
1555599484.127678,357,1.550927996635437
1555599555.7137952,358,1.550858974456787
1555599627.3869882,359,1.551116943359375
1555599699.2048538,360,1.5513235330581665
1555599770.867288,361,1.55125093460083
1555599842.093863,362,1.551040768623352
1555599913.8635018,363,1.5511175394058228
1555599985.0661669,364,1.5510209798812866
1555600056.6756294,365,1.550866961479187
1555600128.4229448,366,1.5509871244430542
1555600199.8509166,367,1.5507804155349731
1555600271.0468574,368,1.5509974956512451
1555600342.7988648,369,1.5510343313217163
1555600414.08598,370,1.5509754419326782
1555600485.9705122,371,1.5509207248687744
1555600557.605786,372,1.5509049892425537
1555600629.1075885,373,1.5508450269699097
1555600700.5008116,374,1.5507218837738037
1555600771.723884,375,1.5508390665054321
1555600843.4570038,376,1.550776481628418
1555600914.7436674,377,1.5508743524551392
1555600986.0134296,378,1.5507607460021973
1555601057.5406923,379,1.5509086847305298
1555601129.0275667,380,1.5508774518966675
1555601200.3392785,381,1.550871729850769
1555601271.9901688,382,1.5508067607879639
1555601343.5627475,383,1.5508283376693726
1555601415.3879917,384,1.5508546829223633
1555601486.8066547,385,1.5507038831710815
1555601558.4742424,386,1.5506713390350342
1555601630.209393,387,1.5507619380950928
1555601701.4762347,388,1.5507200956344604
1555601773.0273683,389,1.5507328510284424
1555601844.3199794,390,1.5505894422531128
1555601915.8568492,391,1.5506720542907715
1555601986.8308783,392,1.5505545139312744
1555602058.5441124,393,1.550766110420227
1555602129.731573,394,1.5505976676940918
1555602200.7182097,395,1.55066978931427
1555602272.0732508,396,1.550577163696289
1555602343.279164,397,1.550326943397522
1555602414.4575667,398,1.5507389307022095
1555602485.7487452,399,1.5504508018493652
1555602557.006573,400,1.5505995750427246
1555602628.6251502,401,1.550373911857605
1555602699.8501368,402,1.5506747961044312
1555602770.75227,403,1.5503350496292114
1555602842.7576346,404,1.5505937337875366
1555602913.8546312,405,1.5504679679870605
1555602985.2774122,406,1.550486445426941
1555603056.7707658,407,1.550441861152649
1555603128.1618211,408,1.5507127046585083
1555603199.649316,409,1.550581693649292
1555603270.917762,410,1.5506099462509155
1555603342.3211892,411,1.5505584478378296
1555603414.3573213,412,1.5506592988967896
1555603485.6451707,413,1.5506157875061035
1555603557.230312,414,1.5505636930465698
1555603628.5317073,415,1.5506399869918823
1555603700.1956494,416,1.5505114793777466
1555603771.1239378,417,1.5505071878433228
1555603842.6146796,418,1.550508737564087
1555603914.5742397,419,1.5503334999084473
1555603985.4775252,420,1.5508021116256714
1555604057.2524896,421,1.5503311157226562
1555604129.12209,422,1.550480604171753
1555604200.415578,423,1.5502320528030396
1555604271.9901378,424,1.5502320528030396
1555604343.007504,425,1.5501641035079956
1555604414.5658128,426,1.5503212213516235
1555604485.7680655,427,1.550243616104126
1555604557.3004086,428,1.5503202676773071
1555604629.00639,429,1.5504804849624634
1555604700.5573637,430,1.5501201152801514
1555604771.6838949,431,1.5504475831985474
1555604842.787013,432,1.5503815412521362
1555604914.0619104,433,1.5504049062728882
1555604985.2386189,434,1.5504063367843628
1555605056.754042,435,1.5501984357833862
1555605128.2921607,436,1.5500433444976807
1555605199.7996502,437,1.5503473281860352
1555605271.18037,438,1.5500247478485107
1555605342.4399529,439,1.5502947568893433
1555605413.8776093,440,1.5502748489379883
1555605485.6933289,441,1.5500315427780151
1555605557.6817396,442,1.5502077341079712
1555605628.6008644,443,1.5502796173095703
1555605700.182302,444,1.5501443147659302
1555605771.6673634,445,1.5499874353408813
1555605842.9580188,446,1.5502378940582275
1555605914.3066518,447,1.5500484704971313
1555605985.5138156,448,1.5502413511276245
1555606057.3116164,449,1.5502339601516724
1555606128.8461149,450,1.549900770187378
1555606200.3582494,451,1.5501298904418945
1555606271.722408,452,1.5502649545669556
1555606342.7061043,453,1.5500266551971436
1555606414.4894006,454,1.5501331090927124
1555606485.782927,455,1.5499540567398071
1555606557.251867,456,1.5499331951141357
1555606629.010289,457,1.5500438213348389
1555606700.636899,458,1.5502896308898926
1555606772.0232894,459,1.5501477718353271
1555606843.539491,460,1.5499274730682373
1555606914.707811,461,1.5501132011413574
1555606986.1788876,462,1.5499505996704102
1555607057.7313285,463,1.5499695539474487
1555607129.3491068,464,1.5499674081802368
1555607199.857389,465,1.5499532222747803
1555607271.506032,466,1.5498230457305908
1555607342.7448823,467,1.550046682357788
1555607414.2469523,468,1.5500576496124268
1555607485.6175516,469,1.5498512983322144
1555607556.9772384,470,1.550108551979065
1555607628.5304327,471,1.5497994422912598
1555607699.8227384,472,1.5499967336654663
1555607771.0065577,473,1.5499632358551025
1555607842.3523817,474,1.550187349319458
1555607913.2053964,475,1.5497747659683228
1555607985.1544044,476,1.5497543811798096
1555608056.8623009,477,1.5498480796813965
1555608127.9223907,478,1.5500447750091553
1555608199.8653338,479,1.5500551462173462
1555608271.341403,480,1.5498323440551758
1555608343.5259354,481,1.5500609874725342
1555608414.8977423,482,1.5499531030654907
1555608486.1430206,483,1.5499662160873413
1555608557.7992134,484,1.5498892068862915
1555608629.2543094,485,1.5499945878982544
1555608700.704988,486,1.549981713294983
1555608772.3717206,487,1.549723744392395
1555608843.4778752,488,1.549683928489685
1555608915.0302603,489,1.5498967170715332
1555608986.5945296,490,1.5499420166015625
1555609058.0164108,491,1.5497748851776123
1555609129.343209,492,1.5497632026672363
1555609200.8737576,493,1.5497968196868896
1555609271.6318276,494,1.5498014688491821
1555609343.923736,495,1.5496879816055298
1555609415.5659926,496,1.549876093864441
1555609487.2124653,497,1.5497865676879883
1555609559.0949683,498,1.5497921705245972
1555609630.9176776,499,1.549813985824585
1555609702.641216,500,1.549772024154663
1555609774.298257,501,1.54989755153656
1555609845.7132754,502,1.5497695207595825
1555609917.3286643,503,1.5498268604278564
1555609988.8527462,504,1.5497244596481323
1555610060.0219984,505,1.5496286153793335
1555610131.4560788,506,1.549673318862915
1555610202.7867098,507,1.5497390031814575
1555610274.3679497,508,1.5495495796203613
1555610345.4107442,509,1.549788475036621
1555610416.9278345,510,1.5497201681137085
1555610487.8313751,511,1.5495576858520508
1555610558.7072322,512,1.549917459487915
1555610630.043284,513,1.5499225854873657
1555610701.9781547,514,1.5497078895568848
1555610773.3391736,515,1.5498905181884766
1555610844.2668633,516,1.54965341091156
1555610915.8210227,517,1.5496749877929688
1555610987.0435548,518,1.5495712757110596
1555611058.4812298,519,1.5498450994491577
1555611130.01564,520,1.5497334003448486
1555611201.3211513,521,1.5497982501983643
1555611273.1286852,522,1.549365520477295
1555611344.2341874,523,1.5496491193771362
1555611415.9508257,524,1.5495002269744873
1555611487.6540635,525,1.5497490167617798
1555611559.0273955,526,1.5495655536651611
1555611630.2928388,527,1.5499005317687988
1555611702.48371,528,1.549553632736206
1555611774.9084435,529,1.5495272874832153
1555611846.5715008,530,1.5495169162750244
1555611919.7223833,531,1.5494588613510132
1555611992.957106,532,1.5494540929794312
1555612065.0654676,533,1.5494407415390015
1555612138.1114967,534,1.5495604276657104
1555612210.7156408,535,1.5496089458465576
1555612283.4689279,536,1.5493885278701782
1555612355.2797945,537,1.5496306419372559
1555612426.5940568,538,1.5496561527252197
1555612499.6624262,539,1.5495070219039917
1555612572.624128,540,1.5494993925094604
1555612645.455376,541,1.5493712425231934
1555612717.6370287,542,1.5495563745498657
1555612788.7712786,543,1.5495408773422241
1555612860.0259264,544,1.5493221282958984
1555612931.2406423,545,1.5493929386138916
1555613002.581668,546,1.549506425857544
1555613074.257426,547,1.5494390726089478
1555613145.5579598,548,1.5493444204330444
1555613217.134661,549,1.5492671728134155
1555613288.9890301,550,1.5494887828826904
1555613360.0659535,551,1.549435019493103
1555613433.8946097,552,1.5493791103363037
1555613507.5982416,553,1.549349308013916
1555613581.0004342,554,1.5493199825286865
1555613652.1407363,555,1.5493459701538086
1555613723.7054513,556,1.5495573282241821
1555613794.5655248,557,1.549660325050354
1555613866.0393922,558,1.5492621660232544
1555613937.660383,559,1.5494548082351685
1555614009.1377087,560,1.5491433143615723
1555614080.7977493,561,1.549180269241333
1555614151.8921394,562,1.5492457151412964
1555614223.7992969,563,1.549584984779358
1555614295.0574648,564,1.5494049787521362
1555614366.832364,565,1.5495011806488037
1555614438.5214183,566,1.5496331453323364
1555614509.7720518,567,1.5492922067642212
1555614582.0140204,568,1.5494619607925415
1555614653.1099164,569,1.5494667291641235
1555614725.0100744,570,1.5494282245635986
1555614796.2281334,571,1.5493563413619995
1555614867.9293945,572,1.5491890907287598
1555614939.4275138,573,1.549181342124939
1555615011.536267,574,1.5490680932998657
1555615083.2808836,575,1.549025297164917
1555615156.6149328,576,1.5492956638336182
1555615229.133008,577,1.5493016242980957
1555615300.0686746,578,1.5493826866149902
1555615371.935385,579,1.5490353107452393
1555615443.568814,580,1.5494168996810913
1555615515.947638,581,1.5492188930511475
1555615587.923765,582,1.5491969585418701
1555615660.5954397,583,1.5491958856582642
1555615733.047725,584,1.5493566989898682
1555615808.0825624,585,1.5491126775741577
1555615881.3393254,586,1.5492336750030518
1555615959.0236917,587,1.5491697788238525
1555616036.0967472,588,1.5492515563964844
1555616113.165916,589,1.5491517782211304
1555616191.0649745,590,1.5492075681686401
1555616263.0168195,591,1.5492085218429565
1555616334.5357,592,1.5490940809249878
1555616405.662792,593,1.5489808320999146
1555616477.612894,594,1.5492650270462036
1555616548.979431,595,1.5491406917572021
1555616620.6538856,596,1.5490983724594116
1555616692.315459,597,1.549208402633667
1555616763.872597,598,1.5490641593933105
1555616835.5893826,599,1.5491615533828735
1555616906.8909674,600,1.5487273931503296
1555616978.207918,601,1.5484532117843628
1555617049.5433424,602,1.5484259128570557
1555617120.8975108,603,1.548325777053833
1555617192.1674876,604,1.5484527349472046
1555617263.4635847,605,1.5482500791549683
1555617335.036275,606,1.548325777053833
1555617406.6920335,607,1.5482618808746338
1555617478.379397,608,1.5483320951461792
1555617549.2558327,609,1.5482865571975708
1555617621.1915631,610,1.5482726097106934
1555617693.00221,611,1.5482382774353027
1555617764.8313243,612,1.5482310056686401
1555617836.192687,613,1.5482792854309082
1555617908.0243216,614,1.548224925994873
1555617979.5992806,615,1.5481866598129272
1555618050.5917313,616,1.54824960231781
1555618122.0156019,617,1.548208236694336
1555618193.7106893,618,1.5480884313583374
1555618264.8199377,619,1.5482374429702759
1555618335.9156055,620,1.548110008239746
1555618407.2874033,621,1.5481477975845337
1555618478.322327,622,1.548089861869812
1555618549.8660433,623,1.5481675863265991
1555618621.4268293,624,1.5480605363845825
1555618692.760965,625,1.5481880903244019
1555618764.5001628,626,1.5479788780212402
1555618836.1189435,627,1.5482454299926758
1555618907.4315171,628,1.548061728477478
1555618978.547767,629,1.547893762588501
1555619050.0904646,630,1.5481007099151611
1555619121.356858,631,1.548257827758789
1555619192.683248,632,1.5480657815933228
1555619263.6309028,633,1.547991394996643
1555619335.3129764,634,1.5478930473327637
1555619406.8183024,635,1.5480890274047852
1555619478.1963801,636,1.5479155778884888
1555619549.6566794,637,1.5479873418807983
1555619621.3903406,638,1.54795503616333
1555619692.7336674,639,1.5479512214660645
1555619763.9727523,640,1.5479767322540283
1555619835.3060148,641,1.5479631423950195
1555619907.413317,642,1.5479763746261597
1555619981.2033508,643,1.548051357269287
1555620052.515335,644,1.5479363203048706
1555620124.603417,645,1.5478893518447876
1555620196.187019,646,1.547902226448059
1555620267.831992,647,1.5479753017425537
1555620339.2479758,648,1.5478689670562744
1555620410.539423,649,1.548081874847412
1555620482.0086443,650,1.547905445098877
1555620553.6177027,651,1.5480972528457642
1555620625.8155355,652,1.5479403734207153
1555620697.7459419,653,1.5479036569595337
1555620770.3443904,654,1.54801607131958
1555620841.630193,655,1.547916054725647
1555620913.5144424,656,1.54792058467865
1555620985.2992895,657,1.5477943420410156
1555621056.8275766,658,1.5478324890136719
1555621128.474099,659,1.5480713844299316
1555621199.930227,660,1.5478684902191162
1555621271.5330834,661,1.5478668212890625
1555621343.367794,662,1.5477190017700195
1555621414.8425553,663,1.5479092597961426
1555621486.3888237,664,1.5477923154830933
1555621558.0333598,665,1.5479381084442139
1555621628.9932952,666,1.5480411052703857
1555621701.3024523,667,1.547814965248108
1555621773.3503568,668,1.5478863716125488
1555621853.2691362,669,1.5479329824447632
1555621931.5352032,670,1.5479536056518555
1555622005.6164503,671,1.5478287935256958
1555622078.0680835,672,1.547770619392395
1555622151.296103,673,1.5477235317230225
1555622224.0204968,674,1.547792673110962
1555622296.2168386,675,1.5478951930999756
1555622369.2398076,676,1.547904372215271
1555622441.1925812,677,1.5479516983032227
1555622513.2255373,678,1.5478233098983765
1555622585.882236,679,1.547664999961853
1555622658.2654943,680,1.5477910041809082
1555622730.4785404,681,1.5479687452316284
1555622805.0948708,682,1.5478184223175049
1555622883.3815799,683,1.547938585281372
1555622957.2910316,684,1.5477724075317383
1555623028.6565914,685,1.5476398468017578
1555623101.0119293,686,1.54769766330719
1555623173.251257,687,1.5478190183639526
1555623256.2630308,688,1.547767162322998
1555623333.1080341,689,1.547836422920227
1555623408.7653887,690,1.5476843118667603
1555623485.5896373,691,1.5479263067245483
1555623564.136834,692,1.5476807355880737
1555623644.027765,693,1.5475678443908691
1555623717.5322287,694,1.5477466583251953
1555623797.4678938,695,1.5477545261383057
1555623873.0832767,696,1.5477268695831299
1555623946.1087456,697,1.5476025342941284
1555624018.9500377,698,1.5476962327957153
1555624090.2791152,699,1.5478038787841797
1555624162.6063638,700,1.5477731227874756
1555624234.9499202,701,1.5476783514022827
1555624307.4440231,702,1.5477291345596313
1555624379.6655266,703,1.5477350950241089
1555624452.6561642,704,1.547671914100647
1555624526.7475605,705,1.5477733612060547
1555624600.4932537,706,1.5476046800613403
1555624673.570944,707,1.5476588010787964
1555624747.2340748,708,1.547747254371643
1555624822.0116415,709,1.547730565071106
1555624894.4617736,710,1.5477479696273804
1555624968.4762285,711,1.5476638078689575
1555625041.2756019,712,1.5476547479629517
1555625117.378092,713,1.5475494861602783
1555625194.3171024,714,1.5478119850158691
1555625270.1172671,715,1.5477896928787231
