Wall time,Step,Value
1555522023.3841572,0,0.20251736044883728
1555522044.319673,1,0.38289931416511536
1555522069.167017,2,0.5154079794883728
1555522096.2209756,3,0.5925564169883728
1555522123.6659744,4,0.6547743082046509
1555522150.7770035,5,0.6953341960906982
1555522178.5219362,6,0.7207899689674377
1555522206.246155,7,0.736241340637207
1555522234.2195094,8,0.7527561187744141
1555522261.4931982,9,0.7839192748069763
1555522289.5021007,10,0.8010416626930237
1555522317.631051,11,0.8161024451255798
1555522345.2233999,12,0.8241970539093018
1555522373.2915497,13,0.832139790058136
1555522401.3416932,14,0.839062511920929
1555522429.8379362,15,0.8423611521720886
1555522457.4442046,16,0.848828136920929
1555522485.9114943,17,0.8505425453186035
1555522510.9221303,18,0.8561848998069763
1555522538.986265,19,0.8599609732627869
1555522566.8164778,20,0.8606554269790649
1555522594.6826284,21,0.8621311187744141
1555522622.5394385,22,0.8648654818534851
1555522647.3006577,23,0.8672091960906982
1555522672.1057029,24,0.8692057728767395
1555522699.9314303,25,0.8715277910232544
1555522728.4199266,26,0.8738932609558105
1555522756.4885902,27,0.8770833611488342
1555522784.3307981,28,0.8777344226837158
1555522812.605029,29,0.8790798783302307
1555522837.588414,30,0.8802300691604614
1555522865.6430047,31,0.8831380605697632
1555522894.1261039,32,0.8837890625
1555522919.3146605,33,0.8847222328186035
1555522947.342632,34,0.8857638835906982
1555522972.5606513,35,0.8896918892860413
1555523000.618465,36,0.8879991769790649
1555523029.708824,37,0.8890191316604614
1555523054.6918192,38,0.8923828601837158
1555523079.6822565,39,0.8935329914093018
1555523104.8454833,40,0.8936198353767395
1555523133.5260644,41,0.8941406607627869
1555523161.5881872,42,0.8938368558883667
1555523189.8569098,43,0.8949218988418579
1555523214.8280103,44,0.8956380486488342
1555523240.0142102,45,0.8962673544883728
1555523265.427971,46,0.8981119990348816
1555523290.83401,47,0.8974392414093018
1555523316.0103476,48,0.8993923664093018
1555523341.2108803,49,0.9010850787162781
1555523369.8934593,50,0.9007378816604614
1555523394.8665469,51,0.902256965637207
1555523423.5404065,52,0.9026041626930237
1555523449.136589,53,0.9030598998069763
1555523474.3175702,54,0.903428852558136
1555523502.9836836,55,0.9032118320465088
1555523531.2656934,56,0.9056857824325562
1555523556.2479472,57,0.9055556058883667
1555523581.4476213,58,0.9052517414093018
1555523606.6297472,59,0.907421886920929
1555523631.8313947,60,0.9080512523651123
1555523660.501737,61,0.9090495109558105
1555523688.7643096,62,0.9081380367279053
1555523713.9425175,63,0.9074435830116272
1555523742.6411648,64,0.9094835519790649
1555523767.6093826,65,0.9104166626930237
1555523796.489737,66,0.9076606035232544
1555523821.4914343,67,0.9101779460906982
1555523846.679783,68,0.9091579914093018
1555523874.9406416,69,0.9106119871139526
1555523900.1228247,70,0.9119141101837158
1555523925.3222413,71,0.9136502146720886
1555523950.7111259,72,0.9116536974906921
1555523976.1124744,73,0.9148871898651123
